Client,Ticker,Quantity,Price,Sector,Country,AssetClass
Client_10,JNJ,2,755.62,Consumer,Germany,ETF
Client_10,ORCL,5,173.08,Finance,Netherlands,ETF
Client_10,TWTR,1,985.05,Finance,UK,Stock
Client_11,SONY,4,168.78,Finance,Canada,Bond
Client_11,JNJ,6,696.27,Consumer,USA,Bond
Client_11,HSBC,20,705.39,Auto,Japan,ETF
Client_11,LVMH,16,640.15,Tech,Taiwan,Stock
Client_11,UBER,14,751.27,Food,Italy,ETF
Client_11,TSM,17,1415.08,Consumer,UK,ETF
Client_11,KO,20,432.17,Energy,Italy,Stock
Client_12,INTC,4,619.5,Energy,China,ETF
Client_12,TSLA,18,525.45,Finance,Taiwan,Bond
Client_12,INTU,11,723.82,Finance,Germany,Bond
Client_12,FB,3,78.9,Finance,Japan,ETF
Client_12,JNJ,9,950.36,Consumer,USA,Stock
Client_12,SONY,5,229.5,Aerospace,Italy,Bond
Client_12,HSBC,20,228.9,Energy,Netherlands,ETF
Client_12,XOM,6,1162.15,Consumer,Italy,Bond
Client_13,KO,12,158.43,Energy,Taiwan,ETF
Client_13,BP,17,973.71,Energy,USA,ETF
Client_13,BABA,10,1017.68,Semiconductors,France,Stock
Client_13,AMZN,4,444.97,Aerospace,China,Bond
Client_13,GOOGL,12,1234.38,Consumer,Japan,Bond
Client_13,AMD,11,181.37,Semiconductors,Italy,Bond
Client_13,NVDA,8,1196.63,Semiconductors,Italy,Stock
Client_14,IBM,19,729.89,Consumer,Japan,Stock
Client_14,FB,13,824.43,Auto,Canada,ETF
Client_14,SBUX,1,1285.72,Auto,Taiwan,Bond
Client_14,QCOM,6,375.45,Consumer,China,Bond
Client_14,AMD,20,625.12,Finance,Taiwan,Bond
Client_14,ORCL,13,105.2,Tech,Taiwan,ETF
Client_14,CRM,8,1252.01,Semiconductors,China,Stock
Client_15,CSCO,14,239.45,Aerospace,Germany,Bond
Client_15,NVDA,8,910.34,Consumer,Canada,Stock
Client_15,INTU,20,1205.58,Aerospace,Germany,Stock
Client_15,AMGN,17,1360.64,Food,Italy,ETF
Client_15,AAPL,1,180.83,Finance,France,ETF
Client_15,PEP,18,579.49,Entertainment,Italy,Bond
Client_15,BAC,7,338.75,Food,China,Stock
Client_16,V,4,1385.11,Finance,Japan,Bond
Client_16,RIO,7,558.1,Semiconductors,China,ETF
Client_16,HSBC,19,1087.65,Energy,China,Bond
Client_16,BAC,1,607.48,Consumer,Japan,Bond
Client_16,SQ,15,1069.17,Food,Italy,ETF
Client_16,CSCO,1,1472.79,Entertainment,Canada,Bond
Client_16,AMZN,2,1127.95,Tech,Taiwan,Bond
Client_17,MRK,15,933.17,Consumer,UK,Bond
Client_17,NKE,1,544.74,Finance,Netherlands,Stock
Client_17,SAP,6,1222.07,Auto,UK,Stock
Client_17,CSCO,19,527.34,Entertainment,UK,Stock
Client_17,RIO,5,1186.23,Healthcare,Italy,Bond
Client_17,JPM,8,831.66,Aerospace,China,Bond
Client_17,VOW3,9,1072.6,Entertainment,Italy,Stock
Client_18,AMGN,8,281.42,Consumer,Italy,Bond
Client_18,BAC,17,1183.65,Finance,France,Bond
Client_18,GOOGL,7,896.37,Auto,UK,Bond
Client_18,SQ,8,1215.37,Energy,USA,ETF
Client_18,INTC,9,1239.8,Finance,Germany,Stock
Client_18,ADBE,13,27.47,Finance,Canada,Stock
Client_18,JPM,15,1255.94,Aerospace,USA,ETF
Client_18,HSBC,18,315.62,Entertainment,China,Bond
Client_19,AMZN,16,509.58,Energy,Italy,ETF
Client_19,PEP,5,684.41,Healthcare,UK,Stock
Client_19,LVMH,12,1193.71,Auto,China,Stock
Client_19,XOM,19,377.91,Finance,USA,Stock
Client_19,SQ,15,271.79,Consumer,Canada,Bond
Client_19,CRM,4,1086.92,Energy,Netherlands,Stock
Client_20,NKE,6,645.74,Energy,USA,Bond
Client_20,JNJ,20,1190.48,Auto,Germany,ETF
Client_20,SBUX,5,435.87,Energy,UK,Stock
Client_20,ORCL,13,1153.96,Energy,Japan,ETF
Client_20,TSM,16,179.91,Food,Taiwan,Bond
Client_20,IBM,8,564.69,Aerospace,Taiwan,Stock
Client_20,MCD,2,461.4,Aerospace,Germany,ETF
Client_20,CSCO,11,558.63,Food,Italy,Bond
Client_21,SAP,1,1042.11,Aerospace,Canada,ETF
Client_21,ORCL,16,512.01,Entertainment,UK,Bond
Client_21,INTU,16,1425.37,Energy,Japan,Stock
Client_21,IBM,14,922.12,Tech,USA,Bond
Client_21,BA,18,552.77,Finance,UK,Stock
Client_21,BABA,19,182.72,Tech,Italy,Stock
Client_21,NIO,18,535.84,Energy,Germany,ETF
Client_21,TM,18,476.63,Finance,USA,Bond
Client_22,MSFT,10,286.42,Food,UK,ETF
Client_22,CSCO,5,840.8,Consumer,Canada,ETF
Client_22,AMGN,9,1102.53,Food,Canada,Bond
Client_22,TSM,2,1498.46,Healthcare,Netherlands,Bond
Client_22,ADBE,18,750.55,Energy,China,Bond
Client_22,INTU,3,1356.57,Finance,France,Bond
Client_22,SBUX,17,321.48,Tech,Germany,Bond
Client_23,INTC,8,1179.08,Entertainment,Italy,Bond
Client_23,RIO,6,326.8,Semiconductors,Japan,ETF
Client_23,NKE,1,56.88,Energy,Japan,ETF
Client_23,TSLA,11,1288.62,Semiconductors,Italy,Bond
Client_23,AMD,9,1177.5,Tech,France,Stock
Client_23,TM,8,753.78,Finance,France,Stock
Client_23,AMZN,15,1237.42,Tech,China,ETF
Client_23,INTU,9,1198.09,Finance,China,Stock
Client_24,QCOM,12,1328.89,Finance,Italy,Bond
Client_24,GM,6,184.15,Aerospace,China,Bond
Client_24,BABA,11,140.49,Semiconductors,Germany,Stock
Client_24,BA,20,905.26,Healthcare,China,Bond
Client_24,TSLA,8,1221.17,Energy,UK,ETF
Client_24,ORCL,2,240.05,Consumer,China,ETF
Client_24,CVX,16,1241.86,Aerospace,UK,ETF
Client_25,TWTR,15,1050.78,Finance,USA,Bond
Client_25,RIO,5,38.52,Food,China,ETF
Client_25,MRK,9,250.28,Aerospace,UK,Stock
Client_25,V,13,867.85,Entertainment,Japan,ETF
Client_25,LVMH,4,365.62,Aerospace,UK,ETF
Client_25,PFE,18,301.57,Finance,Italy,Stock
Client_26,BP,6,1205.26,Healthcare,Germany,Stock
Client_26,ADBE,16,710.78,Tech,Italy,Stock
Client_26,INTU,19,1177.37,Food,France,Bond
Client_26,DIS,7,923.77,Tech,Germany,Bond
Client_26,KO,9,790.95,Healthcare,France,Stock
Client_26,NIO,5,792.68,Healthcare,Germany,Bond
Client_26,CSCO,4,1093.51,Entertainment,China,Stock
Client_27,SBUX,2,1001.17,Entertainment,Italy,Stock
Client_27,TWTR,10,1166.46,Food,UK,Bond
Client_27,MRK,16,246.32,Food,UK,Bond
Client_27,TSLA,11,1292.63,Finance,UK,ETF
Client_27,PFE,19,1154.5,Food,China,ETF
Client_27,PEP,7,1423.07,Tech,Germany,Stock
Client_27,CVX,10,466.09,Entertainment,China,Bond
Client_28,PEP,3,1177.93,Healthcare,Japan,Stock
Client_28,TWTR,17,817.96,Aerospace,Canada,ETF
Client_28,NKE,16,580.39,Aerospace,Netherlands,Stock
Client_28,AMD,14,67.42,Entertainment,Japan,ETF
Client_28,BAC,18,82.9,Food,UK,Bond
Client_28,JPM,12,1000.58,Entertainment,Taiwan,ETF
Client_28,PFE,17,231.2,Food,Taiwan,Bond
Client_29,IBM,8,1004.65,Tech,UK,Stock
Client_29,SHOP,12,1217.12,Healthcare,France,ETF
Client_29,BP,5,1241.85,Tech,China,ETF
Client_29,FB,7,131.56,Energy,Italy,ETF
Client_29,AMGN,18,797.87,Consumer,France,Stock
Client_29,CVX,19,586.49,Finance,Canada,ETF
Client_30,BA,14,1374.33,Consumer,Canada,Bond
Client_30,FB,2,521.47,Semiconductors,Canada,Stock
Client_30,MCD,13,1034.75,Energy,Canada,Bond
Client_30,TWTR,20,1397.3,Healthcare,France,ETF
Client_30,CVX,17,546.51,Auto,USA,Bond
Client_30,PFE,19,985.45,Tech,Japan,Stock
Client_30,NKE,14,1377.45,Healthcare,UK,Stock
Client_30,VOW3,20,732.05,Energy,Netherlands,Stock
Client_31,BP,10,576.73,Tech,France,Stock
Client_31,TM,14,1005.17,Entertainment,Germany,ETF
Client_31,VOW3,15,636.19,Auto,Netherlands,Stock
Client_31,HSBC,13,507.49,Energy,Germany,Bond
Client_31,SBUX,17,1150.34,Energy,UK,ETF
Client_31,IBM,19,884.97,Consumer,Netherlands,ETF
Client_31,RIO,11,1484.63,Tech,Canada,ETF
Client_32,PEP,6,1231.67,Finance,USA,Stock
Client_32,CRM,19,1232.58,Semiconductors,Canada,Stock
Client_32,V,9,1303.39,Healthcare,Netherlands,Stock
Client_32,BP,8,155.46,Entertainment,Italy,Stock
Client_32,TSLA,18,39.5,Entertainment,China,ETF
Client_32,NFLX,1,1157.47,Aerospace,Netherlands,ETF
Client_32,ADBE,12,900.2,Consumer,France,Bond
Client_32,GOOGL,14,899.54,Consumer,France,Stock
Client_33,PEP,19,209.81,Auto,Japan,ETF
Client_33,TWTR,1,460.15,Semiconductors,Taiwan,ETF
Client_33,TM,15,80.49,Healthcare,France,Stock
Client_33,MSFT,20,1017.91,Tech,Germany,ETF
Client_33,CVX,8,1469.12,Auto,Taiwan,Bond
Client_33,MCD,1,132.8,Healthcare,Japan,Stock
Client_34,KO,3,482.3,Energy,UK,ETF
Client_34,SONY,17,1226.63,Food,UK,Bond
Client_34,SQ,11,79.02,Food,USA,Stock
Client_34,JPM,8,118.67,Healthcare,USA,Stock
Client_34,LVMH,9,394.19,Consumer,Germany,Bond
Client_34,RIO,4,1439.77,Energy,Italy,ETF
Client_34,SAP,10,1331.9,Auto,Japan,ETF
Client_34,INTU,11,972.98,Entertainment,Italy,Stock
Client_35,UBER,13,631.2,Semiconductors,Japan,ETF
Client_35,INTC,11,1464.39,Energy,Taiwan,Bond
Client_35,MRK,6,161.51,Auto,France,Bond
Client_35,GOOGL,5,1050.49,Consumer,USA,ETF
Client_35,KO,12,318.77,Aerospace,France,ETF
Client_35,AMD,1,735.45,Entertainment,USA,Bond
Client_35,JPM,13,986.56,Consumer,Canada,Stock
Client_36,CRM,19,1280.92,Tech,Italy,ETF
Client_36,INTC,13,428.9,Entertainment,China,Stock
Client_36,MCD,18,594.07,Energy,Germany,Stock
Client_36,GOOGL,12,836.31,Food,Netherlands,Stock
Client_36,SONY,1,702.32,Auto,Netherlands,ETF
Client_36,ORCL,7,888.99,Finance,USA,Stock
Client_36,FB,13,177.59,Consumer,China,Stock
Client_37,JPM,13,1341.31,Energy,Taiwan,Bond
Client_37,MRK,15,33.48,Tech,UK,Bond
Client_37,IBM,18,1311.55,Tech,Germany,Stock
Client_37,V,3,439.76,Healthcare,China,Stock
Client_37,SAP,10,100.38,Food,Netherlands,Bond
Client_37,AMGN,8,1427.32,Consumer,UK,Stock
Client_37,DIS,19,771.29,Auto,Netherlands,Stock
Client_38,SBUX,2,458.39,Healthcare,Germany,Bond
Client_38,DIS,8,210.37,Tech,Taiwan,ETF
Client_38,NVDA,5,100.32,Healthcare,USA,Stock
Client_38,UBER,4,1257.06,Consumer,Italy,Bond
Client_38,BA,2,1177.61,Healthcare,Canada,Bond
Client_38,BP,12,1454.45,Auto,France,ETF
Client_38,KO,4,761.01,Consumer,UK,Bond
Client_38,NFLX,11,1130.19,Food,UK,Bond
Client_39,INTU,6,1275.33,Finance,Taiwan,Stock
Client_39,SBUX,14,1260.99,Entertainment,China,ETF
Client_39,XOM,11,127.2,Tech,Germany,Stock
Client_39,BP,15,1220.58,Healthcare,UK,Stock
Client_39,NKE,4,960.98,Tech,China,Stock
Client_39,QCOM,3,433.67,Finance,China,Bond
Client_39,GM,2,45.48,Semiconductors,Taiwan,Stock
Client_40,BABA,6,1230.47,Finance,Japan,Bond
Client_40,SHOP,15,328.16,Tech,Canada,ETF
Client_40,BIDU,15,1110.16,Healthcare,Japan,ETF
Client_40,UBER,16,1323.14,Energy,Taiwan,Bond
Client_40,HSBC,19,121.09,Aerospace,France,Bond
Client_40,BA,4,571.08,Semiconductors,Canada,ETF
Client_40,BAC,18,385.2,Auto,UK,ETF
Client_40,GOOGL,4,370.91,Semiconductors,Netherlands,Stock
Client_41,CRM,16,1425.03,Auto,France,Bond
Client_41,MCD,11,1055.67,Aerospace,USA,Stock
Client_41,GOOGL,18,55.47,Finance,Canada,Stock
Client_41,TSLA,15,532.8,Energy,Taiwan,Bond
Client_41,PFE,3,137.97,Aerospace,France,Bond
Client_41,LVMH,14,56.08,Auto,USA,Bond
Client_42,TSM,19,1342.66,Aerospace,China,Stock
Client_42,CVX,16,28.49,Food,Germany,ETF
Client_42,TWTR,4,1212.12,Entertainment,UK,ETF
Client_42,JPM,11,1475.63,Consumer,Netherlands,Bond
Client_42,NVDA,13,804.54,Auto,USA,Stock
Client_42,JNJ,6,555.63,Healthcare,Japan,Bond
Client_42,TM,9,320.54,Auto,Germany,Stock
Client_42,SQ,2,1455.41,Entertainment,UK,Bond
Client_43,ORCL,7,1110.79,Semiconductors,Japan,Bond
Client_43,AAPL,7,857.35,Tech,Netherlands,ETF
Client_43,SAP,17,1465.34,Food,Taiwan,ETF
Client_43,HSBC,18,585.48,Semiconductors,China,ETF
Client_43,XOM,19,96.72,Consumer,Taiwan,ETF
Client_43,NKE,8,900.85,Auto,USA,Stock
Client_43,AMGN,5,1071.37,Healthcare,China,Bond
Client_44,PEP,9,562.14,Energy,Japan,Bond
Client_44,V,10,924.38,Auto,Netherlands,Bond
Client_44,DIS,20,1305.05,Entertainment,UK,ETF
Client_44,HSBC,7,388.67,Semiconductors,UK,ETF
Client_44,SAP,10,517.01,Aerospace,China,Bond
Client_44,VOW3,2,579.9,Aerospace,Canada,ETF
Client_45,V,14,944.95,Auto,USA,ETF
Client_45,BABA,4,1328.0,Entertainment,Netherlands,Bond
Client_45,NKE,2,1211.77,Entertainment,UK,Bond
Client_45,GOOGL,16,1099.99,Consumer,France,ETF
Client_45,UBER,10,148.04,Semiconductors,Canada,Stock
Client_45,TSM,6,694.15,Aerospace,Germany,Stock
Client_46,CRM,15,1038.9,Aerospace,Canada,ETF
Client_46,SQ,1,463.55,Entertainment,USA,Bond
Client_46,TWTR,1,455.98,Food,France,ETF
Client_46,BABA,12,1462.24,Energy,Germany,ETF
Client_46,KO,17,792.78,Consumer,Japan,ETF
Client_46,AAPL,3,81.47,Aerospace,Canada,Stock
Client_47,ADBE,20,242.67,Energy,Netherlands,ETF
Client_47,ORCL,13,106.56,Aerospace,France,Bond
Client_47,NFLX,7,309.09,Semiconductors,Germany,Stock
Client_47,JPM,1,126.31,Finance,France,Stock
Client_47,SONY,8,973.07,Food,Canada,Stock
Client_47,NIO,18,1338.77,Food,USA,ETF
Client_47,INTC,4,604.3,Aerospace,USA,Stock
Client_48,AAPL,13,824.61,Healthcare,USA,Bond
Client_48,GM,10,1087.76,Energy,Italy,ETF
Client_48,NIO,9,914.91,Tech,USA,Stock
Client_48,BIDU,14,1053.24,Aerospace,USA,ETF
Client_48,SQ,12,263.01,Semiconductors,Netherlands,ETF
Client_48,MSFT,12,1194.31,Consumer,Canada,ETF
Client_49,QCOM,14,1272.31,Tech,Taiwan,ETF
Client_49,CVX,7,478.97,Semiconductors,China,Bond
Client_49,VOW3,19,1130.41,Healthcare,USA,Stock
Client_49,MSFT,12,198.08,Food,France,Bond
Client_49,AAPL,1,142.59,Consumer,Taiwan,ETF
Client_49,CRM,8,1234.06,Tech,Taiwan,ETF
Client_49,XOM,5,557.12,Tech,Canada,ETF
Client_50,BABA,12,712.97,Finance,Canada,ETF
Client_50,GM,17,1207.26,Energy,Canada,ETF
Client_50,SAP,5,1161.35,Entertainment,Netherlands,ETF
Client_50,AMZN,2,853.64,Consumer,Netherlands,Bond
Client_50,NFLX,19,934.89,Food,Taiwan,Bond
Client_50,PFE,2,370.86,Tech,USA,ETF
Client_50,BAC,1,1342.48,Healthcare,France,ETF
