Client,Ticker,Quantity,Price,Sector,Country,AssetClass
Client_23,TSM.TW,7,690.68,Tech,Netherlands,Bond
Client_23,BAC.US,18,492.27,Aerospace,UK,Bond
Client_23,SONY.JP,1,748.8,Food,UK,Bond
Client_23,TWTR.US,20,1308.58,Auto,China,Stock
Client_24,ORCL.US,6,1385.96,Food,France,Stock
Client_24,XOM.US,7,442.02,Auto,France,Bond
Client_24,AAPL.US,7,820.28,Consumer,USA,Stock
Client_24,SHOP.CA,2,639.24,Energy,Japan,ETF
Client_24,AMZN.US,9,1401.58,Finance,UK,ETF
Client_24,BAC.US,12,265.13,Aerospace,Germany,ETF
Client_24,SQ.US,14,942.53,Tech,UK,Stock
Client_25,AMD.US,17,821.28,Entertainment,Germany,Stock
Client_25,MC.PA,7,1209.58,Auto,Canada,Stock
Client_25,VOW.DE,3,97.92,Auto,USA,Stock
Client_25,ORCL.US,4,1263.89,Tech,France,Bond
Client_25,GM.US,6,609.79,Aerospace,Japan,Stock
Client_25,DIS.US,1,1174.21,Auto,Italy,ETF
Client_26,GOOGL.US,9,508.39,Food,Canada,Bond
Client_26,ADBE.US,10,520.77,Auto,USA,Bond
Client_26,QCOM.US,11,480.82,Healthcare,Taiwan,Stock
Client_26,AMZN.US,17,1272.77,Finance,USA,Stock
Client_26,INTU.US,19,787.07,Entertainment,France,Stock
Client_26,MCD.US,19,1087.28,Consumer,USA,Bond
Client_26,JNJ.US,16,252.21,Aerospace,Canada,Stock
Client_27,HSBC.L,13,669.13,Auto,Taiwan,Bond
Client_27,JPM.US,11,252.61,Food,Germany,Bond
Client_27,VOW.DE,15,1223.8,Finance,Taiwan,ETF
Client_27,NKE.US,10,1481.22,Energy,Italy,Bond
Client_27,SBUX.US,7,994.66,Healthcare,Germany,ETF
Client_27,META.US,6,43.96,Tech,USA,Bond
Client_27,NFLX.US,15,1377.25,Healthcare,Taiwan,ETF
Client_27,NIO.US,9,529.88,Aerospace,USA,Bond
Client_28,TSLA.US,1,417.34,Tech,France,Bond
Client_28,ADBE.US,16,74.5,Entertainment,Canada,Bond
Client_28,AMD.US,8,666.71,Auto,Japan,Stock
Client_28,CRM.US,17,281.78,Aerospace,Italy,Stock
Client_28,CVX.US,15,1441.78,Auto,Canada,Stock
Client_28,DIS.US,10,810.72,Energy,Germany,ETF
Client_29,HSBC.L,9,1209.55,Tech,Japan,Stock
Client_29,NKE.US,9,688.13,Energy,Netherlands,Bond
Client_29,CRM.US,7,796.56,Consumer,China,ETF
Client_29,INTU.US,10,221.87,Consumer,UK,ETF
Client_29,MCD.US,13,13.98,Entertainment,Italy,Bond
Client_29,MC.PA,3,1465.96,Finance,France,ETF
Client_30,TSM.TW,1,418.04,Healthcare,Taiwan,Bond
Client_30,KO.US,7,733.58,Auto,China,Stock
Client_30,SONY.JP,9,1193.53,Finance,China,Bond
Client_30,HSBC.L,1,1099.8,Tech,USA,Stock
Client_30,TM.JP,5,912.86,Aerospace,France,Bond
Client_30,INTC.US,13,1196.19,Food,Italy,ETF
Client_30,QCOM.US,13,207.11,Food,France,ETF
Client_30,CVX.US,14,1281.72,Food,China,Bond
Client_31,CSCO.US,8,534.97,Energy,Canada,Stock
Client_31,IBM.US,6,78.02,Healthcare,UK,ETF
Client_31,HSBC.L,9,648.44,Semiconductors,Netherlands,ETF
Client_31,MC.PA,14,310.18,Finance,Germany,Stock
Client_31,BP.L,6,1338.83,Consumer,UK,Bond
Client_31,NIO.US,16,1447.9,Finance,Italy,ETF
Client_31,AMD.US,13,996.7,Healthcare,UK,Stock
Client_31,AMGN.US,4,1084.19,Food,Canada,ETF
Client_32,KO.US,19,144.79,Tech,Japan,Bond
Client_32,UBER.US,11,956.15,Entertainment,China,Stock
Client_32,JPM.US,4,1276.05,Energy,China,ETF
Client_32,BA.US,20,926.01,Consumer,Italy,Stock
Client_32,PFE.US,19,205.7,Tech,China,Bond
Client_32,V.US,14,692.05,Semiconductors,Canada,Bond
Client_32,CRM.US,15,897.67,Aerospace,Italy,ETF
Client_33,TSM.TW,10,550.65,Consumer,China,ETF
Client_33,INTU.US,18,52.82,Finance,Taiwan,ETF
Client_33,BP.L,12,407.68,Auto,UK,ETF
Client_33,ORCL.US,20,162.84,Energy,Italy,ETF
Client_33,DIS.US,9,876.14,Energy,Taiwan,ETF
Client_33,GM.US,16,387.08,Healthcare,Taiwan,Stock
Client_33,V.US,9,361.48,Tech,Taiwan,Bond
Client_34,AAPL.US,5,429.65,Energy,China,Stock
Client_34,SBUX.US,8,1060.66,Healthcare,USA,Stock
Client_34,PEP.US,6,592.97,Healthcare,France,Stock
Client_34,VOW.DE,6,682.07,Healthcare,UK,ETF
Client_34,CVX.US,3,79.33,Energy,Japan,Bond
Client_34,META.US,9,1289.53,Consumer,USA,ETF
Client_34,SQ.US,6,1057.07,Aerospace,Japan,ETF
Client_34,DIS.US,17,697.41,Entertainment,Japan,ETF
Client_35,CSCO.US,16,415.68,Auto,France,ETF
Client_35,GOOGL.US,12,1402.25,Healthcare,Germany,Bond
Client_35,PFE.US,20,1136.91,Tech,Netherlands,Bond
Client_35,NIO.US,17,1422.9,Tech,Germany,Bond
Client_35,UBER.US,18,981.48,Tech,China,Stock
Client_35,AMD.US,10,835.71,Healthcare,UK,Bond
Client_35,SONY.JP,14,933.39,Entertainment,Germany,Bond
Client_36,JPM.US,6,488.24,Aerospace,Taiwan,ETF
Client_36,BIDU.US,4,1123.77,Tech,USA,Bond
Client_36,ORCL.US,1,83.66,Semiconductors,Italy,ETF
Client_36,SQ.US,11,1369.43,Semiconductors,Japan,Stock
Client_36,GM.US,20,1022.43,Tech,Germany,ETF
Client_36,PFE.US,15,833.49,Consumer,Germany,ETF
Client_36,AMZN.US,3,767.71,Finance,USA,Stock
Client_36,XOM.US,14,1101.81,Finance,Canada,Bond
Client_37,PEP.US,10,968.19,Auto,Taiwan,Bond
Client_37,AMD.US,17,738.89,Semiconductors,Italy,Stock
Client_37,SQ.US,16,554.82,Consumer,Canada,Bond
Client_37,KO.US,1,161.12,Finance,Italy,ETF
Client_37,JPM.US,15,191.3,Healthcare,Taiwan,Bond
Client_37,MCD.US,11,945.8,Tech,China,Bond
Client_38,SQ.US,17,572.87,Food,UK,Stock
Client_38,MC.PA,2,544.8,Finance,Germany,Bond
Client_38,MSFT.US,15,994.35,Semiconductors,UK,Bond
Client_38,MRK.US,15,711.24,Energy,Italy,ETF
Client_38,SBUX.US,4,507.55,Entertainment,China,Bond
Client_38,BIDU.US,2,1349.18,Energy,USA,Stock
Client_39,CVX.US,5,74.57,Finance,China,Bond
Client_39,IBM.US,14,87.05,Healthcare,Taiwan,Bond
Client_39,SBUX.US,9,625.19,Food,China,ETF
Client_39,BA.US,6,720.26,Consumer,Netherlands,ETF
Client_39,JNJ.US,5,408.77,Energy,Japan,Bond
Client_39,INTC.US,3,533.64,Tech,USA,Bond
Client_39,BAC.US,1,1228.56,Consumer,Germany,Stock
Client_40,VOW.DE,6,1132.54,Finance,Japan,Bond
Client_40,XOM.US,19,333.43,Tech,Japan,Bond
Client_40,NIO.US,4,176.24,Tech,USA,Bond
Client_40,TSM.TW,12,1119.09,Finance,Italy,ETF
Client_40,NFLX.US,14,847.34,Aerospace,UK,Stock
Client_40,GM.US,7,1043.6,Tech,USA,Stock
Client_40,MC.PA,3,437.26,Aerospace,Canada,Bond
Client_40,RIO.L,16,1241.11,Entertainment,Canada,Bond
Client_41,META.US,15,956.5,Food,China,ETF
Client_41,UBER.US,3,1240.07,Auto,Germany,ETF
Client_41,CSCO.US,6,882.82,Finance,France,Bond
Client_41,XOM.US,7,1065.63,Food,Italy,Bond
Client_41,AMD.US,19,1268.1,Tech,Japan,Stock
Client_41,NFLX.US,19,1017.88,Healthcare,Japan,Stock
Client_41,IBM.US,15,421.8,Semiconductors,Taiwan,ETF
Client_41,BAC.US,17,676.68,Tech,Taiwan,Stock
Client_42,INTU.US,18,885.89,Food,Canada,Stock
Client_42,GOOGL.US,12,1433.55,Tech,UK,Stock
Client_42,TWTR.US,6,1243.09,Finance,USA,Bond
Client_42,AAPL.US,7,435.58,Semiconductors,UK,Stock
Client_42,JNJ.US,15,1126.32,Semiconductors,Italy,Stock
Client_42,PFE.US,20,249.77,Aerospace,Taiwan,ETF
Client_42,AMGN.US,17,134.7,Food,Netherlands,ETF
Client_42,TSM.TW,16,801.51,Tech,Taiwan,ETF
Client_43,SONY.JP,19,548.7,Food,Italy,ETF
Client_43,CSCO.US,16,708.89,Auto,Netherlands,Bond
Client_43,MCD.US,15,606.53,Energy,Japan,ETF
Client_43,XOM.US,14,577.58,Tech,USA,Bond
Client_43,META.US,10,1151.37,Consumer,Germany,ETF
Client_43,AMD.US,8,742.19,Aerospace,China,Stock
Client_43,VOW.DE,7,293.13,Finance,Germany,Stock
Client_43,MRK.US,3,758.88,Aerospace,Canada,Stock
Client_44,SBUX.US,18,1117.87,Semiconductors,Netherlands,ETF
Client_44,INTC.US,12,1347.14,Entertainment,Canada,Bond
Client_44,AMGN.US,16,545.93,Aerospace,Germany,Stock
Client_44,UBER.US,16,1102.2,Healthcare,Netherlands,Bond
Client_44,KO.US,7,979.88,Finance,Japan,Stock
Client_44,DIS.US,8,282.04,Energy,UK,ETF
Client_44,NIO.US,3,302.38,Healthcare,Germany,Stock
Client_44,RIO.L,9,751.86,Tech,Canada,Bond
Client_45,SBUX.US,6,232.62,Entertainment,UK,Bond
Client_45,TWTR.US,6,1191.19,Healthcare,China,Bond
Client_45,CVX.US,9,391.88,Food,Taiwan,Stock
Client_45,JPM.US,5,1359.57,Tech,China,Stock
Client_45,GOOGL.US,4,1011.88,Entertainment,Canada,Bond
Client_45,NVDA.US,15,1004.84,Aerospace,China,Bond
Client_45,AMD.US,4,623.53,Entertainment,Taiwan,ETF
Client_46,RIO.L,3,1379.3,Finance,Germany,Stock
Client_46,SBUX.US,7,1135.2,Healthcare,France,Stock
Client_46,MRK.US,1,256.34,Auto,UK,Stock
Client_46,GM.US,17,469.65,Consumer,Italy,Stock
Client_46,NVDA.US,15,1154.48,Auto,France,Bond
Client_46,V.US,13,603.43,Consumer,Taiwan,ETF
Client_46,ADBE.US,11,1200.83,Auto,Canada,Stock
Client_47,INTC.US,9,16.13,Entertainment,USA,Bond
Client_47,AAPL.US,15,588.94,Finance,Taiwan,ETF
Client_47,TWTR.US,11,951.4,Auto,Canada,Stock
Client_47,ADBE.US,19,944.32,Finance,China,Bond
Client_47,IBM.US,5,1237.24,Food,UK,ETF
Client_47,BIDU.US,11,1062.11,Tech,Japan,ETF
Client_47,BA.US,6,638.76,Auto,Canada,Bond
Client_48,IBM.US,1,1210.32,Finance,Japan,Stock
Client_48,INTC.US,4,908.71,Energy,China,Bond
Client_48,SONY.JP,4,808.66,Semiconductors,France,Bond
Client_48,AAPL.US,8,981.58,Finance,China,ETF
Client_48,BIDU.US,14,614.83,Aerospace,USA,Stock
Client_48,GOOGL.US,9,538.65,Food,UK,Stock
Client_49,BP.L,9,98.34,Consumer,Taiwan,ETF
Client_49,TSLA.US,12,265.35,Tech,Japan,Bond
Client_49,ADBE.US,14,1123.99,Energy,Canada,ETF
Client_49,BA.US,9,132.38,Entertainment,China,ETF
Client_49,AMGN.US,12,888.05,Healthcare,Netherlands,Bond
Client_49,GM.US,11,818.2,Consumer,Japan,Stock
Client_49,MSFT.US,20,1445.16,Tech,UK,Bond
Client_50,NFLX.US,14,17.53,Food,UK,ETF
Client_50,META.US,1,1048.23,Auto,Germany,ETF
Client_50,TWTR.US,14,891.82,Food,UK,Stock
Client_50,INTU.US,12,25.3,Semiconductors,Canada,Bond
Client_50,AMGN.US,9,249.16,Semiconductors,UK,Bond
Client_50,BA.US,10,1345.1,Food,USA,Bond
Client_50,NVDA.US,1,948.39,Tech,Canada,Stock
Client_50,MSFT.US,3,412.23,Auto,Japan,Bond
